196,257,2,3,1.0
196,111,4,4,0.0
196,25,4,4.5,0.5
196,382,4,3,1.0
196,202,3,3,0.0
196,286,5,5,0.0
196,66,3,4,1.0
196,845,4,4,0.0
196,238,4,3,1.0
196,762,3,3,0.0
196,381,4,5,1.0
196,306,4,4,0.0
196,692,5,5,0.0
196,285,5,4,1.0
196,663,5,4,1.0
196,428,4,3,1.0
196,340,3,3,0.0
186,302,3,5,2.0
186,257,4,4,0.0
186,95,3,4,1.0
186,98,5,4,1.0
186,327,3,4,1.0
186,332,4,5,1.0
186,100,4,4.5,0.5
186,288,1,2,1.0
186,237,2,2,0.0
186,294,3,3.5,0.5
186,405,3,3,0.0
186,177,4,4,0.0
186,258,1,2.3333333333333335,1.3333333333333335
186,56,3,3,0.0
186,303,3,4,1.0
186,333,3,2,1.0
186,121,2,3,1.0
186,588,4,4,0.0
186,147,4,5,1.0
186,269,1,3,2.0
186,53,1,2,1.0
186,300,5,4.666666666666667,0.33333333333333304
186,243,2,3,1.0
22,222,4,3.75,0.25
22,144,5,5,0.0
22,118,4,4.5,0.5
22,194,5,5,0.0
22,181,5,4.2,0.7999999999999998
22,515,5,4.5,0.5
22,209,4,4,0.0
22,294,1,1.8571428571428572,0.8571428571428572
22,174,5,4,1.0
22,96,5,5,0.0
22,405,1,1.5,0.5
22,117,4,3.5,0.5
22,79,4,5,1.0
22,258,5,4.1,0.9000000000000004
22,172,4,4,0.0
22,688,1,2,1.0
22,127,5,4,1.0
22,109,4,2,2.0
22,89,5,4.333333333333333,0.666666666666667
22,250,5,4,1.0
22,176,5,4.5,0.5
22,238,5,5,0.0
22,211,3,4,1.0
22,50,5,4.555555555555555,0.44444444444444464
22,187,5,5,0.0
22,168,5,5,0.0
22,121,3,3.6666666666666665,0.6666666666666665
22,948,1,1.3333333333333333,0.33333333333333326
22,433,3,3,0.0
22,523,5,5,0.0
22,683,1,2,1.0
22,24,5,4,1.0
22,435,5,5,0.0
22,687,1,1.6666666666666667,0.6666666666666667
22,988,1,1.75,0.75
22,878,1,2,1.0
22,358,5,5,0.0
244,86,4,4,0.0
244,222,2,3,1.0
244,1,4,4,0.0
244,100,4,4.5,0.5
244,237,5,5,0.0
244,294,4,3,1.0
244,174,3,3,0.0
244,258,5,4,1.0
244,255,2,2.5,0.5
244,56,5,5,0.0
244,238,5,4,1.0
244,475,4,4,0.0
244,50,5,4,1.0
244,121,1,2,1.0
244,707,4,4,0.0
244,9,5,5,0.0
244,180,4,4,0.0
244,950,1,3,2.0
244,528,3,4,1.0
244,158,3,2,1.0
166,322,5,4,1.0
166,288,3,3.5,0.5
166,294,3,3.125,0.125
166,328,5,4.333333333333333,0.666666666666667
166,323,5,4,1.0
166,258,4,4.166666666666667,0.16666666666666696
166,748,2,2.3333333333333335,0.3333333333333335
166,347,5,4.5,0.5
166,688,3,1,2.0
166,343,4,4,0.0
166,751,4,4,0.0
166,286,1,1.6666666666666667,0.6666666666666667
166,300,5,5,0.0
166,243,3,2,1.0
166,313,5,4.5,0.5
166,687,1,1,0.0
298,118,4,3,1.0
298,546,3,2,1.0
298,181,4,3,1.0
298,281,3,3,0.0
298,127,5,5,0.0
298,50,5,4,1.0
298,121,4,3,1.0
115,100,5,4.5,0.5
115,181,4,4.5,0.5
115,20,3,3,0.0
115,229,3,3,0.0
115,237,2,2,0.0
115,471,2,3,1.0
115,117,4,4,0.0
115,137,5,4,1.0
115,127,5,4,1.0
115,89,5,5,0.0
115,1067,4,4,0.0
115,12,5,5,0.0
115,462,4,4,0.0
115,176,5,5,0.0
115,279,3,4,1.0
115,475,5,4.5,0.5
115,50,5,5,0.0
115,121,3,3,0.0
115,284,2,2.5,0.5
115,13,5,4,1.0
115,269,3,3,0.0
115,310,3,3,0.0
115,192,5,5,0.0
115,530,5,5,0.0
115,124,5,4,1.0
115,1008,5,5,0.0
253,328,4,3,1.0
253,751,3,3.5,0.5
253,333,2,3,1.0
253,259,2,1.5,0.5
253,300,4,3,1.0
253,243,2,1,1.0
253,895,4,4,0.0
6,302,4,5,1.0
6,474,5,5,0.0
6,100,5,5,0.0
6,515,4,4,0.0
6,275,4,4,0.0
6,294,2,1,1.0
6,174,4,5,1.0
6,195,4,4,0.0
6,135,5,5,0.0
6,272,4,5,1.0
6,268,3,2,1.0
6,258,2,2.5,0.5
6,483,5,5,0.0
6,127,5,5,0.0
6,69,3,3,0.0
6,318,4,3,1.0
6,56,4,3,1.0
6,64,4,4,0.0
6,204,3,4,1.0
6,191,4,4,0.0
6,134,5,5,0.0
6,286,2,1.5,0.5
6,50,4,5,1.0
6,187,4,5,1.0
6,306,4,5,1.0
6,269,4,4,0.0
6,9,4,5,1.0
6,87,4,4,0.0
6,523,5,5,0.0
6,180,4,4,0.0
6,223,4,4,0.0
6,205,3,5,2.0
62,288,2,3.5,1.5
62,294,1,1,0.0
62,328,3,4,1.0
62,245,2,3,1.0
62,258,5,5,0.0
62,286,3,4,1.0
286,288,5,4,1.0
286,272,5,4,1.0
286,268,4,4,0.0
286,298,4,4,0.0
286,258,4,3,1.0
286,315,5,4,1.0
286,325,1,1,0.0
286,289,5,4,1.0
286,301,5,4,1.0
286,269,5,4.333333333333333,0.666666666666667
286,340,4,3.6666666666666665,0.3333333333333335
286,345,4,3,1.0
286,689,5,3,2.0
286,1038,5,4,1.0
200,304,5,3,2.0
200,679,4,3,1.0
200,288,5,3.5,1.5
200,294,4,3.25,0.75
200,496,5,4,1.0
200,132,5,4,1.0
200,245,3,2.5,0.5
200,323,3,2,1.0
200,258,4,3.5,0.5
200,172,5,5,0.0
200,748,3,2,1.0
200,235,2,1,1.0
200,318,5,5,0.0
200,286,4,3,1.0
200,173,5,5,0.0
200,325,5,4,1.0
200,210,5,4,1.0
200,50,5,5,0.0
200,720,4,2,2.0
200,692,3,3,0.0
200,509,4,5,1.0
200,148,4,3,1.0
200,243,3,1.5,1.5
200,313,5,5,0.0
210,302,5,5,0.0
210,451,3,2,1.0
210,257,5,4,1.0
210,222,4,3.3333333333333335,0.6666666666666665
210,1,5,4.5,0.5
210,88,4,2,2.0
210,327,4,3.3333333333333335,0.6666666666666665
210,181,5,4.3,0.7000000000000002
210,423,5,4.5,0.5
210,15,4,4,0.0
210,25,4,3.2,0.7999999999999998
210,154,4,4,0.0
210,23,5,5,0.0
210,132,4,3,1.0
210,174,5,5,0.0
210,514,5,5,0.0
210,195,4,4,0.0
210,135,5,5,0.0
210,172,5,5,0.0
210,216,4,3,1.0
210,483,5,5,0.0
210,255,4,3.3333333333333335,0.6666666666666665
210,235,3,2.6666666666666665,0.3333333333333335
210,127,5,4.666666666666667,0.33333333333333304
210,65,4,2,2.0
210,56,5,5,0.0
210,357,5,5,0.0
210,484,4,5,1.0
210,204,5,4,1.0
210,134,5,5,0.0
210,751,4,3.111111111111111,0.8888888888888888
210,197,5,4.25,0.75
210,402,5,5,0.0
210,186,4,5,1.0
210,173,4,4,0.0
210,315,5,5,0.0
210,211,5,4,1.0
210,210,5,4,1.0
210,182,5,4.5,0.5
210,50,5,4.909090909090909,0.09090909090909083
210,185,4,4,0.0
210,732,4,2,2.0
210,168,5,4,1.0
210,58,4,4,0.0
210,121,4,3.5,0.5
